date,month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation,occupant_count,indoor_dry_bulb_temperature_set_point,hvac_mode,building_id,electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h,carbon_intensity,outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_6h,outdoor_dry_bulb_temperature_predicted_12h,outdoor_dry_bulb_temperature_predicted_24h,outdoor_relative_humidity_predicted_6h,outdoor_relative_humidity_predicted_12h,outdoor_relative_humidity_predicted_24h,diffuse_solar_irradiance_predicted_6h,diffuse_solar_irradiance_predicted_12h,diffuse_solar_irradiance_predicted_24h,direct_solar_irradiance_predicted_6h,direct_solar_irradiance_predicted_12h,direct_solar_irradiance_predicted_24h
2023-06-02 12:00:00,6,13,6,0,24.44445,6.6041944e-06,56.926395,6.279381,0.12140638,4.397444,0.0,671.3684,2.0,24.444445,1,1,0.02893,0.02893,0.02893,0.02893,0.48428798,38.33,28.94,124.03,839.03,36.225513,27.482832,29.897133,31.029316,70.96176,55.601673,56.451256,0.0,190.37895,385.57407,0.0,844.2439
2023-06-02 13:00:00,6,14,6,0,24.444454,1.02765025e-05,56.572544,3.2178285,0.13954163,5.4083204,0.0,672.6154,3.0,24.444445,1,1,0.02893,0.02893,0.02893,0.02893,0.4828102,39.51,26.56,120.41,852.89,31.754719,25.527334,30.430634,45.98499,75.214,62.435265,0.0,0.0,265.12125,0.0,0.0,709.7009
2023-06-02 14:00:00,6,15,6,0,24.444456,1.116092e-05,56.16855,0.44612357,0.52377975,5.937724,0.0,632.5983,2.0,24.444445,1,1,0.02893,0.02893,0.02893,0.02893,0.48004398,40.18,24.88,118.06,842.73,31.456697,25.747562,33.167755,55.751472,75.24258,68.28105,0.0,0.0,204.50175,0.0,0.0,352.6611
2023-06-02 15:00:00,6,16,6,0,24.590378,-0.020732416,55.277718,0.40504846,0.22531508,6.2209563,0.0,541.6831,1.0,24.61111,1,1,0.02893,0.02893,0.02893,0.02893,0.4737787,40.32,24.12,111.57,799.73,30.163492,25.192404,32.7838,49.206215,100.0,66.2654,0.0,0.0,308.02222,0.0,0.0,318.83026
2023-06-02 16:00:00,6,17,6,0,24.983442,-0.016557049,53.79009,1.4341825,0.0,5.993321,0.0,411.01535,1.0,25.0,1,1,0.02893,0.02893,0.02893,0.02893,0.46469244,39.76,24.56,103.02,722.1,29.50876,25.032679,29.296118,60.014328,100.0,53.27497,0.0,0.0,142.37486,0.0,0.0,134.3472
2023-06-02 17:00:00,6,18,6,0,24.519558,0.019557249,54.87688,0.43356785,0.0,6.689406,0.0,241.4041,1.0,24.5,1,1,0.02893,0.02893,0.02893,0.02893,0.45898956,38.66,26.19,85.92,591.91,28.510483,25.212063,30.366835,71.020065,100.0,64.42021,0.0,0.0,182.21088,0.0,0.0,130.39864
2023-06-02 18:00:00,6,19,6,0,24.44527,0.0008259761,54.841408,0.54890317,0.67595136,6.0470967,0.0,66.47773,2.0,24.444445,1,1,0.02893,0.02893,0.02893,0.02893,0.45085248,36.54,31.38,53.13,345.33,27.478329,26.463562,28.796238,57.012085,100.0,85.4321,0.0,73.82491,82.38211,0.0,68.85533,59.02435
2023-06-02 19:00:00,6,20,6,0,24.444458,1.3842718e-05,54.81342,0.5184278,0.22531796,4.6728415,0.0,-0.0,3.0,24.444445,1,1,0.02893,0.02893,0.02893,0.02893,0.44455013,32.42,45.19,0.0,0.0,26.31972,27.45732,26.47549,69.68775,100.0,89.985214,0.0,213.34872,0.0,0.0,133.19032,0.0
2023-06-02 20:00:00,6,21,6,0,24.44445,6.065058e-06,54.7837,0.5288647,1.6547514,5.1626325,0.0,0.0,3.0,24.444445,1,1,0.02893,0.02893,0.02893,0.02893,0.4466484,31.33,47.81,0.0,0.0,26.50088,29.387533,25.490456,88.15826,85.04225,69.428116,0.0,280.4221,0.0,0.0,253.36743,0.0
2023-06-02 21:00:00,6,22,6,0,22.09901,0.09900994,62.246223,0.63532966,0.0,7.1651354,0.0,0.0,3.0,22.0,1,1,0.02893,0.02893,0.02893,0.02893,0.45803782,30.82,50.0,0.0,0.0,24.340866,29.288177,24.323116,85.695915,45.295074,65.99292,0.0,181.32904,0.0,0.0,328.36865,0.0
2023-06-02 22:00:00,6,23,6,0,20.353502,0.35350275,67.222336,0.54354215,0.0,9.692888,0.0,0.0,3.0,20.0,1,1,0.02893,0.02893,0.02893,0.02893,0.4585723,29.33,55.88,0.0,0.0,25.656776,32.226803,24.608051,97.96566,58.165386,100.0,0.0,162.34358,0.0,0.0,668.40295,0.0
2023-06-02 23:00:00,6,24,6,0,20.01496,0.01496003,66.859184,0.3749853,0.0,8.609599,0.0,0.0,3.0,20.0,1,1,0.02893,0.02893,0.02893,0.02893,0.45503083,27.83,62.19,0.0,0.0,24.162153,31.605932,26.663084,85.37093,57.62459,91.32909,0.0,216.86153,0.0,0.0,605.1265,0.0
2023-06-03 00:00:00,6,1,7,0,20.003242,0.0032427248,66.25858,0.3542106,0.0,6.258777,0.0,0.0,2.0,20.0,1,1,0.02893,0.02893,0.02893,0.02893,0.46807435,26.69,67.88,0.0,0.0,24.533361,31.768986,26.551668,70.453545,42.003307,100.0,97.63429,221.60735,0.0,69.32295,559.58325,0.0
2023-06-03 01:00:00,6,2,7,0,20.00089,0.0008905882,64.70724,0.3527389,0.0,4.927834,0.0,0.0,2.0,20.0,1,1,0.02893,0.02893,0.02893,0.02893,0.4455433,25.99,72.56,0.0,0.0,25.998505,32.672287,24.628357,80.38322,43.108982,100.0,146.53539,244.28806,0.0,132.76718,443.4881,0.0
2023-06-03 02:00:00,6,3,7,0,20.000519,0.0005192272,63.93714,0.3514371,0.0,4.0368824,0.0,0.0,2.0,20.0,1,1,0.02893,0.02893,0.02893,0.02893,0.42211232,25.54,76.62,0.0,0.0,27.50898,30.415346,25.495861,73.08007,53.784355,80.32155,246.46405,197.08438,0.0,256.92188,573.13574,0.0
2023-06-03 03:00:00,6,4,7,0,20.000193,0.00019321163,63.574165,0.33485606,0.0,3.442475,0.0,0.0,2.0,20.0,1,1,0.02893,0.02893,0.02893,0.02893,0.40063187,25.23,80.06,0.0,0.0,31.186535,30.568993,25.325018,55.390568,72.42597,67.323845,249.11935,292.26596,0.0,395.10544,277.99265,0.0
2023-06-03 04:00:00,6,5,7,0,20.00008,7.936255e-05,63.457443,0.34860697,0.0,3.0771916,0.0,0.0,3.0,20.0,1,1,0.02893,0.02893,0.02893,0.02893,0.38880092,25.04,82.5,0.0,0.0,33.028854,31.698322,22.67392,42.600147,46.583164,94.64982,227.73279,279.63638,0.0,552.20355,257.43958,0.0
2023-06-03 05:00:00,6,6,7,0,19.999914,-8.62866e-05,63.901657,0.3487769,0.0,2.980497,0.0,0.0,3.0,20.0,1,1,0.02893,0.02893,0.02893,0.02893,0.3875193,24.9,84.0,0.0,0.0,31.298826,29.210266,25.28814,47.89113,74.37313,100.0,199.98627,95.68748,0.0,675.66473,155.26337,0.0
2023-06-03 06:00:00,6,7,7,0,20.00001,8.756599e-06,63.924057,0.3817803,0.0,2.7799356,0.0,32.998703,3.0,20.0,1,1,0.02893,0.02893,0.02893,0.02893,0.39486527,25.33,82.75,81.66,65.88,31.44284,27.416725,22.02439,52.03764,68.7664,98.982086,242.41,60.785778,42.512276,679.4321,60.77901,47.85341
2023-06-03 07:00:00,6,8,7,0,20.00001,9.332811e-06,64.04449,0.3546071,0.4482977,2.95144,0.0,130.09343,3.0,20.0,1,1,0.02893,0.02893,0.02893,0.02915,0.40610728,26.38,78.56,167.86,146.64,31.616512,25.733946,24.243374,45.817165,85.11311,92.23866,280.66714,0.0,65.682655,533.29926,0.0,31.203718
2023-06-03 08:00:00,6,9,7,0,20.000008,7.510549e-06,64.19028,1.4229493,0.0,3.6129777,0.0,261.739,3.0,20.0,1,1,0.02893,0.02893,0.02893,0.02915,0.41679135,28.36,69.0,228.13,304.44,31.771288,27.345913,26.613785,64.11435,74.15617,92.17441,253.80789,0.0,122.69005,491.5535,0.0,57.611565
2023-06-03 09:00:00,6,10,7,0,22.321589,-0.1228558,56.394073,0.40067595,0.0,1.3367581,0.0,392.09894,3.0,22.444445,1,1,0.02893,0.02893,0.02893,0.02915,0.4094445,30.53,58.44,252.27,444.23,32.217415,26.174507,27.516031,47.554073,65.186455,65.58695,241.13402,0.0,389.9561,299.4979,0.0,85.69829
2023-06-03 10:00:00,6,11,7,0,22.769943,-0.00783485,55.322277,0.44335723,0.0,1.6173991,0.0,536.63324,3.0,22.777779,1,1,0.02893,0.02893,0.02893,0.02915,0.4289981,32.62,49.31,207.91,659.51,31.857414,24.563229,27.660181,55.26942,88.068344,46.592594,249.82796,0.0,315.28366,220.864,0.0,166.23553
2023-06-03 11:00:00,6,12,7,0,24.340084,-0.10435962,50.99549,0.44522104,0.0,0.8860507,0.0,620.5233,2.0,24.444445,1,1,0.02893,0.02893,0.02893,0.02915,0.46796656,32.22,50.56,183.22,708.77,30.916012,24.326912,30.527102,73.89408,90.88162,70.027466,117.750114,0.0,347.8776,192.24442,0.0,226.10196
2023-06-03 12:00:00,6,13,7,0,24.444302,-0.0001422316,51.204426,0.4501277,0.0,0.98227805,0.0,640.3423,2.0,24.444445,1,1,0.02893,0.02893,0.02893,0.02915,0.50073916,31.18,55.19,263.15,610.15,29.429338,23.794842,30.871403,85.49151,96.81254,86.48865,72.46837,0.0,266.19025,40.35624,0.0,237.0406
2023-06-03 13:00:00,6,14,7,0,24.444448,3.6444303e-06,51.56888,0.45038512,0.22415218,1.330747,0.0,605.63446,2.0,24.444445,1,1,0.02893,0.02893,0.02893,0.02915,0.5184655,31.74,54.5,292.62,552.8,27.61721,25.213737,28.603863,83.51525,70.70078,70.65225,0.0,0.0,262.2558,0.0,0.0,247.31552
2023-06-03 14:00:00,6,15,7,0,24.391453,0.0025633199,51.99412,0.44612357,0.16414416,1.8620614,0.0,543.27075,2.0,24.38889,1,1,0.02893,0.02893,0.02893,0.02915,0.5223841,31.79,54.88,271.8,518.42,26.422304,23.925343,27.714743,96.95643,72.41053,54.519382,0.0,0.0,412.0584,0.0,0.0,276.28192
2023-06-03 15:00:00,6,16,7,0,23.584305,0.028748814,54.78069,2.4340649,0.05994774,3.8122509,0.0,390.21967,2.0,23.555555,1,1,0.02893,0.02893,0.02893,0.05867,0.5204963,31.57,56.25,290.89,299.29,25.946806,24.122074,31.428907,77.91398,87.39744,65.14492,0.0,0.0,227.74762,0.0,0.0,294.8729
2023-06-03 16:00:00,6,17,7,0,22.246485,0.024262898,59.10127,0.47108787,1.0041308,7.105975,0.0,266.47968,2.0,22.222221,1,1,0.02893,0.02893,0.02893,0.05867,0.51699936,31.08,59.06,218.77,223.27,25.125181,23.619972,27.68864,100.0,71.546555,83.1666,0.0,0.0,314.93738,0.0,0.0,270.3332
2023-06-03 17:00:00,6,18,7,0,22.554699,-0.0008565967,58.581615,0.5017745,0.0,6.489724,0.0,149.0907,2.0,22.555555,1,1,0.02893,0.02893,0.02893,0.05867,0.5139038,30.12,66.25,130.27,180.99,24.340149,24.682165,30.120346,100.0,95.355034,77.0815,0.0,0.0,236.34825,0.0,0.0,192.04562
2023-06-03 18:00:00,6,19,7,0,24.380112,-0.06433339,53.251484,0.62408745,0.44830364,2.2906046,0.0,47.793148,3.0,24.444445,1,1,0.02893,0.02893,0.02893,0.02915,0.509745,28.69,75.94,66.24,48.42,24.045238,22.49267,27.32826,74.713524,87.8971,51.42664,0.0,36.978607,92.12799,0.0,41.149155,193.24016
2023-06-03 19:00:00,6,20,7,0,24.444458,1.435841e-05,53.813354,0.59456456,0.22407809,1.6873094,0.0,-0.0,3.0,24.444445,1,1,0.02893,0.02893,0.02915,0.02915,0.49888206,26.94,82.94,0.0,0.0,25.310598,24.56487,27.04822,100.0,100.0,67.09166,0.0,86.709724,0.0,0.0,58.683228,0.0
2023-06-03 20:00:00,6,21,7,0,24.44445,5.751889e-06,54.05538,0.6107575,0.0,1.3755348,0.0,0.0,3.0,24.444445,1,1,0.02893,0.02893,0.02915,0.02915,0.4943189,26.31,83.56,0.0,0.0,24.569685,27.090284,24.785995,86.67163,87.34529,62.994823,0.0,175.38559,0.0,0.0,57.963043,0.0
2023-06-03 21:00:00,6,22,7,0,22.320206,0.097983845,61.496708,0.63532966,0.0,3.602185,0.0,0.0,3.0,22.222221,1,1,0.02893,0.02893,0.02915,0.02915,0.49825162,25.89,84.44,0.0,0.0,23.620827,29.518234,23.569038,89.092896,69.18664,100.0,0.0,235.815,0.0,0.0,90.36597,0.0
2023-06-03 22:00:00,6,23,7,0,24.326002,-0.1184426,55.007042,0.4825261,0.0,0.7970844,0.0,0.0,3.0,24.444445,1,1,0.02893,0.02893,0.02915,0.02893,0.4894354,25.39,86.75,0.0,0.0,24.665592,29.728905,25.935087,100.0,74.30626,100.0,0.0,349.55676,0.0,0.0,121.44189,0.0
2023-06-03 23:00:00,6,24,7,0,24.44432,-0.00012301363,54.825237,0.39389178,0.4483018,0.6281952,0.0,0.0,3.0,24.444445,1,1,0.02893,0.02893,0.02915,0.02893,0.49427885,24.88,89.44,0.0,0.0,22.730867,28.971203,23.087921,96.35543,50.134678,60.779896,0.0,345.8501,0.0,0.0,131.65875,0.0
2023-06-04 00:00:00,6,1,1,0,23.268932,0.046709586,58.797745,0.35946807,0.0,1.4065609,0.0,0.0,3.0,23.222221,1,1,0.02893,0.02893,0.02915,0.02893,0.4824811,24.76,90.94,0.0,0.0,23.054962,28.988047,24.410543,86.30718,81.84605,100.0,43.896034,380.7756,0.0,29.760708,167.5688,0.0
2023-06-04 01:00:00,6,2,1,0,23.553041,-0.0025141898,57.933678,0.3527389,0.0,1.2711984,0.0,0.0,3.0,23.555555,1,1,0.02893,0.02915,0.02915,0.02893,0.45889592,24.63,91.44,0.0,0.0,23.9698,28.53706,21.669212,100.0,53.822617,80.98265,106.26234,362.57962,0.0,52.048622,255.18369,0.0
